Gene,SetType,DiseaseType
283420,disease,Syndrome5
160365,disease,Syndrome5
1192,disease,Syndrome5
79827,disease,Syndrome5
1272,disease,Syndrome5
1301,disease,Syndrome5
1307,disease,Syndrome5
1308,disease,Syndrome5
57642,disease,Syndrome5
91522,disease,Syndrome5
255631,disease,Syndrome5
84570,disease,Syndrome5
85301,disease,Syndrome5
1284,disease,Syndrome5
1285,disease,Syndrome5
50509,disease,Syndrome5
256076,disease,Syndrome5
131873,disease,Syndrome5
1297,disease,Syndrome5
1298,disease,Syndrome5
1299,disease,Syndrome5
1325,disease,Syndrome5
54504,disease,Syndrome5
1379,disease,Syndrome5
1382,disease,Syndrome5
54544,disease,Syndrome5
79174,disease,Syndrome5
64478,disease,Syndrome5
114784,disease,Syndrome5
114788,disease,Syndrome5
10664,disease,Syndrome5
140690,disease,Syndrome5
83992,disease,Syndrome5
8454,disease,Syndrome5
1621,disease,Syndrome5
54876,disease,Syndrome5
54165,disease,Syndrome5
1642,disease,Syndrome5
4921,disease,Syndrome5
140881,disease,Syndrome5
1739,disease,Syndrome5
1740,disease,Syndrome5
1741,disease,Syndrome5
9231,disease,Syndrome5
1777,disease,Syndrome5
57628,disease,Syndrome5
1841,disease,Syndrome5
1856,disease,Syndrome5
1783,disease,Syndrome5
1959,disease,Syndrome5
1961,disease,Syndrome5
10919,disease,Syndrome5
440275,disease,Syndrome5
27436,disease,Syndrome5
2012,disease,Syndrome5
55740,disease,Syndrome5
956,disease,Syndrome5
339768,disease,Syndrome5
2110,disease,Syndrome5
64850,disease,Syndrome5
645027,disease,Syndrome5
113828,disease,Syndrome5
92565,disease,Syndrome5
2196,disease,Syndrome5
2208,disease,Syndrome5
55527,disease,Syndrome5
10116,disease,Syndrome5
56929,disease,Syndrome5
2242,disease,Syndrome5
9638,disease,Syndrome5
389549,disease,Syndrome5
55079,disease,Syndrome5
26281,disease,Syndrome5
84922,disease,Syndrome5
23768,disease,Syndrome5
2326,disease,Syndrome5
2327,disease,Syndrome5
2328,disease,Syndrome5
2329,disease,Syndrome5
2342,disease,Syndrome5
94234,disease,Syndrome5
100526835,disease,Syndrome5
57818,disease,Syndrome5
2553,disease,Syndrome5
130589,disease,Syndrome5
57704,disease,Syndrome5
2730,disease,Syndrome5
2657,disease,Syndrome5
2672,disease,Syndrome5
8328,disease,Syndrome5
2738,disease,Syndrome5
148979,disease,Syndrome5
84662,disease,Syndrome5
2760,disease,Syndrome5
2783,disease,Syndrome5
2784,disease,Syndrome5
2790,disease,Syndrome5
2791,disease,Syndrome5
55970,disease,Syndrome5
51764,disease,Syndrome5
2785,disease,Syndrome5
2787,disease,Syndrome5
2788,disease,Syndrome5
94235,disease,Syndrome5
2793,disease,Syndrome5
10457,disease,Syndrome5
9248,disease,Syndrome5
2880,disease,Syndrome5
2882,disease,Syndrome5
57476,disease,Syndrome5
2891,disease,Syndrome5
6011,disease,Syndrome5
156,disease,Syndrome5
2868,disease,Syndrome5
2869,disease,Syndrome5
131890,disease,Syndrome5
284110,disease,Syndrome5
2935,disease,Syndrome5
23708,disease,Syndrome5
2946,disease,Syndrome5
2978,disease,Syndrome5
2987,disease,Syndrome5
64412,disease,Syndrome5
57531,disease,Syndrome5
3038,disease,Syndrome5
51020,disease,Syndrome5
3090,disease,Syndrome5
23119,disease,Syndrome5
29923,disease,Syndrome5
3098,disease,Syndrome5
6596,disease,Syndrome5
3219,disease,Syndrome5
50809,disease,Syndrome5
51440,disease,Syndrome5
3420,disease,Syndrome5
10561,disease,Syndrome5
3454,disease,Syndrome5
3485,disease,Syndrome5
3321,disease,Syndrome5
10320,disease,Syndrome5
22807,disease,Syndrome5
22806,disease,Syndrome5
64375,disease,Syndrome5
64376,disease,Syndrome5
3552,disease,Syndrome5
3565,disease,Syndrome5
3568,disease,Syndrome5
27130,disease,Syndrome5
3672,disease,Syndrome5
23189,disease,Syndrome5
256949,disease,Syndrome5
163782,disease,Syndrome5
3741,disease,Syndrome5
57498,disease,Syndrome5
10661,disease,Syndrome5
51621,disease,Syndrome5
28999,disease,Syndrome5
128209,disease,Syndrome5
10365,disease,Syndrome5
51274,disease,Syndrome5
11279,disease,Syndrome5
3820,disease,Syndrome5
3824,disease,Syndrome5
100431172,disease,Syndrome5
10219,disease,Syndrome5
346689,disease,Syndrome5
100506243,disease,Syndrome5
55634,disease,Syndrome5
3866,disease,Syndrome5
3854,disease,Syndrome5
3891,disease,Syndrome5
353132,disease,Syndrome5
3939,disease,Syndrome5
3945,disease,Syndrome5
3948,disease,Syndrome5
5641,disease,Syndrome5
4040,disease,Syndrome5
4057,disease,Syndrome5
260425,disease,Syndrome5
9020,disease,Syndrome5
4150,disease,Syndrome5
4170,disease,Syndrome5
130752,disease,Syndrome5
4194,disease,Syndrome5
2122,disease,Syndrome5
9862,disease,Syndrome5
80306,disease,Syndrome5
57534,disease,Syndrome5
8569,disease,Syndrome5
79083,disease,Syndrome5
4354,disease,Syndrome5
4355,disease,Syndrome5
4356,disease,Syndrome5
58538,disease,Syndrome5
143098,disease,Syndrome5
29088,disease,Syndrome5
54948,disease,Syndrome5
63875,disease,Syndrome5
9801,disease,Syndrome5
55052,disease,Syndrome5
29093,disease,Syndrome5
51264,disease,Syndrome5
11222,disease,Syndrome5
64983,disease,Syndrome5
64979,disease,Syndrome5
64978,disease,Syndrome5
4528,disease,Syndrome5
4585,disease,Syndrome5
55892,disease,Syndrome5
7593,disease,Syndrome5
84779,disease,Syndrome5
51126,disease,Syndrome5
122830,disease,Syndrome5
138151,disease,Syndrome5
4668,disease,Syndrome5
8440,disease,Syndrome5
4724,disease,Syndrome5
4741,disease,Syndrome5
4760,disease,Syndrome5
84807,disease,Syndrome5
4801,disease,Syndrome5
51199,disease,Syndrome5
284353,disease,Syndrome5
55922,disease,Syndrome5
4832,disease,Syndrome5
4855,disease,Syndrome5
1728,disease,Syndrome5
2516,disease,Syndrome5
441478,disease,Syndrome5
53343,disease,Syndrome5
4953,disease,Syndrome5
8473,disease,Syndrome5
10562,disease,Syndrome5
4999,disease,Syndrome5
130497,disease,Syndrome5
23569,disease,Syndrome5
79646,disease,Syndrome5
50855,disease,Syndrome5
84612,disease,Syndrome5
84552,disease,Syndrome5
29780,disease,Syndrome5
23598,disease,Syndrome5
7849,disease,Syndrome5
94104,disease,Syndrome5
5082,disease,Syndrome5
81572,disease,Syndrome5
157310,disease,Syndrome5
5178,disease,Syndrome5
5194,disease,Syndrome5
5217,disease,Syndrome5
375189,disease,Syndrome5
5229,disease,Syndrome5
5232,disease,Syndrome5
51317,disease,Syndrome5
26227,disease,Syndrome5
55367,disease,Syndrome5
5281,disease,Syndrome5
123745,disease,Syndrome5
5324,disease,Syndrome5
5325,disease,Syndrome5
5336,disease,Syndrome5
5409,disease,Syndrome5
55629,disease,Syndrome5
23126,disease,Syndrome5
10631,disease,Syndrome5
100996331,disease,Syndrome5
100287399,disease,Syndrome5
388468,disease,Syndrome5
317754,disease,Syndrome5
23784,disease,Syndrome5
5450,disease,Syndrome5
54776,disease,Syndrome5
84988,disease,Syndrome5
26051,disease,Syndrome5
116729,disease,Syndrome5
56980,disease,Syndrome5
59336,disease,Syndrome5
63978,disease,Syndrome5
63977,disease,Syndrome5
63976,disease,Syndrome5
93166,disease,Syndrome5
56978,disease,Syndrome5
56979,disease,Syndrome5
5553,disease,Syndrome5
10394,disease,Syndrome5
51052,disease,Syndrome5
150696,disease,Syndrome5
5629,disease,Syndrome5
55119,disease,Syndrome5
5683,disease,Syndrome5
5696,disease,Syndrome5
58155,disease,Syndrome5
5786,disease,Syndrome5
5805,disease,Syndrome5
5875,disease,Syndrome5
5876,disease,Syndrome5
135250,disease,Syndrome5
57786,disease,Syndrome5
64080,disease,Syndrome5
58517,disease,Syndrome5
11317,disease,Syndrome5
5967,disease,Syndrome5
5968,disease,Syndrome5
5068,disease,Syndrome5
130120,disease,Syndrome5
83998,disease,Syndrome5
5973,disease,Syndrome5
5978,disease,Syndrome5
8625,disease,Syndrome5
5994,disease,Syndrome5
6018,disease,Syndrome5
140801,disease,Syndrome5
6135,disease,Syndrome5
6141,disease,Syndrome5
6144,disease,Syndrome5
6147,disease,Syndrome5
6154,disease,Syndrome5
51121,disease,Syndrome5
11224,disease,Syndrome5
100529097,disease,Syndrome5
6170,disease,Syndrome5
6123,disease,Syndrome5
6130,disease,Syndrome5
285855,disease,Syndrome5
6132,disease,Syndrome5
6133,disease,Syndrome5
6230,disease,Syndrome5
51187,disease,Syndrome5
6281,disease,Syndrome5
57402,disease,Syndrome5
6273,disease,Syndrome5
6274,disease,Syndrome5
9169,disease,Syndrome5
8578,disease,Syndrome5
284402,disease,Syndrome5
59342,disease,Syndrome5
27111,disease,Syndrome5
55176,disease,Syndrome5
23480,disease,Syndrome5
54093,disease,Syndrome5
84826,disease,Syndrome5
653509,disease,Syndrome5
729238,disease,Syndrome5
9047,disease,Syndrome5
30011,disease,Syndrome5
50944,disease,Syndrome5
10572,disease,Syndrome5
387640,disease,Syndrome5
8170,disease,Syndrome5
153328,disease,Syndrome5
81031,disease,Syndrome5
154091,disease,Syndrome5
11182,disease,Syndrome5
29988,disease,Syndrome5
140679,disease,Syndrome5
10559,disease,Syndrome5
153201,disease,Syndrome5
285641,disease,Syndrome5
120103,disease,Syndrome5
219855,disease,Syndrome5
124565,disease,Syndrome5
151258,disease,Syndrome5
55089,disease,Syndrome5
145389,disease,Syndrome5
55238,disease,Syndrome5
146167,disease,Syndrome5
153129,disease,Syndrome5
146802,disease,Syndrome5
9351,disease,Syndrome5
4093,disease,Syndrome5
65124,disease,Syndrome5
6670,disease,Syndrome5
6671,disease,Syndrome5
389058,disease,Syndrome5
80320,disease,Syndrome5
221833,disease,Syndrome5
100131390,disease,Syndrome5
8405,disease,Syndrome5
339745,disease,Syndrome5
399473,disease,Syndrome5
6703,disease,Syndrome5
6714,disease,Syndrome5
6720,disease,Syndrome5
27286,disease,Syndrome5
400410,disease,Syndrome5
84620,disease,Syndrome5
6769,disease,Syndrome5
6773,disease,Syndrome5
26872,disease,Syndrome5
10494,disease,Syndrome5
56977,disease,Syndrome5
6814,disease,Syndrome5
79987,disease,Syndrome5
341359,disease,Syndrome5
23208,disease,Syndrome5
83849,disease,Syndrome5
83851,disease,Syndrome5
127833,disease,Syndrome5
6860,disease,Syndrome5
6861,disease,Syndrome5
9066,disease,Syndrome5
90019,disease,Syndrome5
143425,disease,Syndrome5
94120,disease,Syndrome5
85461,disease,Syndrome5
29110,disease,Syndrome5
7018,disease,Syndrome5
9984,disease,Syndrome5
64129,disease,Syndrome5
7092,disease,Syndrome5
55002,disease,Syndrome5
440026,disease,Syndrome5
7128,disease,Syndrome5
7162,disease,Syndrome5
11181,disease,Syndrome5
54210,disease,Syndrome5
9321,disease,Syndrome5
388610,disease,Syndrome5
7251,disease,Syndrome5
23318,disease,Syndrome5
10190,disease,Syndrome5
55075,disease,Syndrome5
10054,disease,Syndrome5
22888,disease,Syndrome5
55293,disease,Syndrome5
51569,disease,Syndrome5
9094,disease,Syndrome5
219699,disease,Syndrome5
7408,disease,Syndrome5
1462,disease,Syndrome5
7444,disease,Syndrome5
7450,disease,Syndrome5
79084,disease,Syndrome5
58525,disease,Syndrome5
7480,disease,Syndrome5
7477,disease,Syndrome5
404281,disease,Syndrome5
114821,disease,Syndrome5
221527,disease,Syndrome5
7541,disease,Syndrome5
57621,disease,Syndrome5
49854,disease,Syndrome5
9278,disease,Syndrome5
57684,disease,Syndrome5
79842,disease,Syndrome5
27033,disease,Syndrome5
10009,disease,Syndrome5
403341,disease,Syndrome5
84614,disease,Syndrome5
9880,disease,Syndrome5
9923,disease,Syndrome5
360023,disease,Syndrome5
100128927,disease,Syndrome5
29068,disease,Syndrome5
84878,disease,Syndrome5
92999,disease,Syndrome5
3104,disease,Syndrome5
166793,disease,Syndrome5
9925,disease,Syndrome5
10773,disease,Syndrome5
51341,disease,Syndrome5
51043,disease,Syndrome5
653121,disease,Syndrome5
221504,disease,Syndrome5
84240,disease,Syndrome5
54503,disease,Syndrome5
57623,disease,Syndrome5
162239,disease,Syndrome5
57677,disease,Syndrome5
80108,disease,Syndrome5
140612,disease,Syndrome5
124961,disease,Syndrome5
22835,disease,Syndrome5
7539,disease,Syndrome5
286128,disease,Syndrome5
132625,disease,Syndrome5
346171,disease,Syndrome5
643836,disease,Syndrome5
55734,disease,Syndrome5
339559,disease,Syndrome5
65243,disease,Syndrome5
284406,disease,Syndrome5
146198,disease,Syndrome5
80829,disease,Syndrome5
386607,disease,Syndrome5
139735,disease,Syndrome5
23414,disease,Syndrome5
51663,disease,Syndrome5
7543,disease,Syndrome5
7546,disease,Syndrome5
7547,disease,Syndrome5
84107,disease,Syndrome5
284307,disease,Syndrome5
114026,disease,Syndrome5
80317,disease,Syndrome5
387032,disease,Syndrome5
23660,disease,Syndrome5
55888,disease,Syndrome5
7745,disease,Syndrome5
23613,disease,Syndrome5
7556,disease,Syndrome5
163227,disease,Syndrome5
94039,disease,Syndrome5
64397,disease,Syndrome5
51427,disease,Syndrome5
7771,disease,Syndrome5
7691,disease,Syndrome5
7692,disease,Syndrome5
7693,disease,Syndrome5
7695,disease,Syndrome5
7697,disease,Syndrome5
7561,disease,Syndrome5
7699,disease,Syndrome5
7702,disease,Syndrome5
7705,disease,Syndrome5
7710,disease,Syndrome5
7711,disease,Syndrome5
7712,disease,Syndrome5
7564,disease,Syndrome5
169841,disease,Syndrome5
7565,disease,Syndrome5
7727,disease,Syndrome5
7728,disease,Syndrome5
7566,disease,Syndrome5
339318,disease,Syndrome5
7738,disease,Syndrome5
7743,disease,Syndrome5
7567,disease,Syndrome5
10168,disease,Syndrome5
7568,disease,Syndrome5
7755,disease,Syndrome5
7757,disease,Syndrome5
10520,disease,Syndrome5
7760,disease,Syndrome5
7761,disease,Syndrome5
7762,disease,Syndrome5
7764,disease,Syndrome5
7570,disease,Syndrome5
7638,disease,Syndrome5
7673,disease,Syndrome5
7766,disease,Syndrome5
7767,disease,Syndrome5
7768,disease,Syndrome5
7770,disease,Syndrome5
7571,disease,Syndrome5
7773,disease,Syndrome5
353355,disease,Syndrome5
10780,disease,Syndrome5
9310,disease,Syndrome5
7776,disease,Syndrome5
7572,disease,Syndrome5
57209,disease,Syndrome5
219749,disease,Syndrome5
58500,disease,Syndrome5
90987,disease,Syndrome5
56242,disease,Syndrome5
9534,disease,Syndrome5
10172,disease,Syndrome5
113835,disease,Syndrome5
10127,disease,Syndrome5
9422,disease,Syndrome5
10795,disease,Syndrome5
10793,disease,Syndrome5
92822,disease,Syndrome5
7576,disease,Syndrome5
129025,disease,Syndrome5
55609,disease,Syndrome5
54816,disease,Syndrome5
23528,disease,Syndrome5
284349,disease,Syndrome5
342909,disease,Syndrome5
57335,disease,Syndrome5
729288,disease,Syndrome5
57336,disease,Syndrome5
162979,disease,Syndrome5
7551,disease,Syndrome5
90075,disease,Syndrome5
91975,disease,Syndrome5
55900,disease,Syndrome5
57343,disease,Syndrome5
282890,disease,Syndrome5
57693,disease,Syndrome5
57567,disease,Syndrome5
162967,disease,Syndrome5
79692,disease,Syndrome5
25799,disease,Syndrome5
388569,disease,Syndrome5
79673,disease,Syndrome5
84449,disease,Syndrome5
55713,disease,Syndrome5
63925,disease,Syndrome5
26152,disease,Syndrome5
7581,disease,Syndrome5
7582,disease,Syndrome5
80778,disease,Syndrome5
84905,disease,Syndrome5
79175,disease,Syndrome5
25850,disease,Syndrome5
84671,disease,Syndrome5
7584,disease,Syndrome5
117608,disease,Syndrome5
30832,disease,Syndrome5
149076,disease,Syndrome5
167465,disease,Syndrome5
7587,disease,Syndrome5
84911,disease,Syndrome5
163087,disease,Syndrome5
171017,disease,Syndrome5
346157,disease,Syndrome5
84124,disease,Syndrome5
252884,disease,Syndrome5
84307,disease,Syndrome5
57541,disease,Syndrome5
342908,disease,Syndrome5
55628,disease,Syndrome5
79797,disease,Syndrome5
7592,disease,Syndrome5
57862,disease,Syndrome5
84330,disease,Syndrome5
55786,disease,Syndrome5
55659,disease,Syndrome5
147687,disease,Syndrome5
147686,disease,Syndrome5
79744,disease,Syndrome5
147923,disease,Syndrome5
23090,disease,Syndrome5
155054,disease,Syndrome5
79088,disease,Syndrome5
353088,disease,Syndrome5
7594,disease,Syndrome5
170959,disease,Syndrome5
9668,disease,Syndrome5
163059,disease,Syndrome5
80818,disease,Syndrome5
220929,disease,Syndrome5
90594,disease,Syndrome5
126070,disease,Syndrome5
126068,disease,Syndrome5
55311,disease,Syndrome5
353274,disease,Syndrome5
55663,disease,Syndrome5
203523,disease,Syndrome5
285676,disease,Syndrome5
92283,disease,Syndrome5
58499,disease,Syndrome5
90333,disease,Syndrome5
84627,disease,Syndrome5
388566,disease,Syndrome5
57573,disease,Syndrome5
25888,disease,Syndrome5
90827,disease,Syndrome5
197407,disease,Syndrome5
158399,disease,Syndrome5
83744,disease,Syndrome5
220992,disease,Syndrome5
90649,disease,Syndrome5
57474,disease,Syndrome5
126069,disease,Syndrome5
284443,disease,Syndrome5
162968,disease,Syndrome5
26048,disease,Syndrome5
115560,disease,Syndrome5
91392,disease,Syndrome5
22847,disease,Syndrome5
22869,disease,Syndrome5
84450,disease,Syndrome5
130557,disease,Syndrome5
84874,disease,Syndrome5
9658,disease,Syndrome5
340385,disease,Syndrome5
85460,disease,Syndrome5
162655,disease,Syndrome5
25925,disease,Syndrome5
147807,disease,Syndrome5
170958,disease,Syndrome5
116115,disease,Syndrome5
84503,disease,Syndrome5
84436,disease,Syndrome5
57711,disease,Syndrome5
348327,disease,Syndrome5
55205,disease,Syndrome5
147658,disease,Syndrome5
9745,disease,Syndrome5
163255,disease,Syndrome5
84215,disease,Syndrome5
125919,disease,Syndrome5
339327,disease,Syndrome5
284306,disease,Syndrome5
147694,disease,Syndrome5
256051,disease,Syndrome5
162972,disease,Syndrome5
90233,disease,Syndrome5
79818,disease,Syndrome5
115196,disease,Syndrome5
148254,disease,Syndrome5
80032,disease,Syndrome5
79230,disease,Syndrome5
148156,disease,Syndrome5
84527,disease,Syndrome5
100529215,disease,Syndrome5
147741,disease,Syndrome5
147837,disease,Syndrome5
163050,disease,Syndrome5
147929,disease,Syndrome5
84924,disease,Syndrome5
163081,disease,Syndrome5
374900,disease,Syndrome5
148266,disease,Syndrome5
126295,disease,Syndrome5
148268,disease,Syndrome5
51276,disease,Syndrome5
137209,disease,Syndrome5
126231,disease,Syndrome5
64763,disease,Syndrome5
284346,disease,Syndrome5
79177,disease,Syndrome5
84765,disease,Syndrome5
147660,disease,Syndrome5
163033,disease,Syndrome5
51157,disease,Syndrome5
51545,disease,Syndrome5
147948,disease,Syndrome5
147949,disease,Syndrome5
201514,disease,Syndrome5
199704,disease,Syndrome5
92285,disease,Syndrome5
54807,disease,Syndrome5
100293516,disease,Syndrome5
51385,disease,Syndrome5
9640,disease,Syndrome5
84622,disease,Syndrome5
169270,disease,Syndrome5
148103,disease,Syndrome5
162966,disease,Syndrome5
100289635,disease,Syndrome5
80095,disease,Syndrome5
84775,disease,Syndrome5
162963,disease,Syndrome5
81856,disease,Syndrome5
79898,disease,Syndrome5
80110,disease,Syndrome5
284370,disease,Syndrome5
90317,disease,Syndrome5
285267,disease,Syndrome5
253639,disease,Syndrome5
285268,disease,Syndrome5
57547,disease,Syndrome5
90589,disease,Syndrome5
100529855,disease,Syndrome5
199777,disease,Syndrome5
89887,disease,Syndrome5
23361,disease,Syndrome5
57232,disease,Syndrome5
121274,disease,Syndrome5
84146,disease,Syndrome5
9726,disease,Syndrome5
127665,disease,Syndrome5
65251,disease,Syndrome5
22834,disease,Syndrome5
115950,disease,Syndrome5
79027,disease,Syndrome5
7617,disease,Syndrome5
285349,disease,Syndrome5
389114,disease,Syndrome5
144348,disease,Syndrome5
63934,disease,Syndrome5
79759,disease,Syndrome5
79862,disease,Syndrome5
93474,disease,Syndrome5
79891,disease,Syndrome5
79894,disease,Syndrome5
641339,disease,Syndrome5
171392,disease,Syndrome5
342926,disease,Syndrome5
168417,disease,Syndrome5
340252,disease,Syndrome5
148213,disease,Syndrome5
91120,disease,Syndrome5
127396,disease,Syndrome5
57592,disease,Syndrome5
146542,disease,Syndrome5
115509,disease,Syndrome5
7620,disease,Syndrome5
57116,disease,Syndrome5
79943,disease,Syndrome5
90874,disease,Syndrome5
374879,disease,Syndrome5
7621,disease,Syndrome5
90592,disease,Syndrome5
55762,disease,Syndrome5
440077,disease,Syndrome5
100132396,disease,Syndrome5
728957,disease,Syndrome5
100131980,disease,Syndrome5
286075,disease,Syndrome5
7562,disease,Syndrome5
163051,disease,Syndrome5
58491,disease,Syndrome5
374655,disease,Syndrome5
7552,disease,Syndrome5
349075,disease,Syndrome5
148206,disease,Syndrome5
441234,disease,Syndrome5
124411,disease,Syndrome5
170960,disease,Syndrome5
440519,disease,Syndrome5
730087,disease,Syndrome5
388523,disease,Syndrome5
100287226,disease,Syndrome5
654254,disease,Syndrome5
728927,disease,Syndrome5
100129842,disease,Syndrome5
148203,disease,Syndrome5
283337,disease,Syndrome5
155061,disease,Syndrome5
65988,disease,Syndrome5
388567,disease,Syndrome5
7627,disease,Syndrome5
7626,disease,Syndrome5
7629,disease,Syndrome5
284390,disease,Syndrome5
92595,disease,Syndrome5
91661,disease,Syndrome5
90321,disease,Syndrome5
58492,disease,Syndrome5
54989,disease,Syndrome5
51333,disease,Syndrome5
400720,disease,Syndrome5
374928,disease,Syndrome5
342132,disease,Syndrome5
285971,disease,Syndrome5
27153,disease,Syndrome5
197320,disease,Syndrome5
284323,disease,Syndrome5
163131,disease,Syndrome5
163115,disease,Syndrome5
158431,disease,Syndrome5
100289678,disease,Syndrome5
147808,disease,Syndrome5
136051,disease,Syndrome5
126208,disease,Syndrome5
388507,disease,Syndrome5
285989,disease,Syndrome5
7633,disease,Syndrome5
388536,disease,Syndrome5
163049,disease,Syndrome5
126375,disease,Syndrome5
390927,disease,Syndrome5
90576,disease,Syndrome5
7634,disease,Syndrome5
168850,disease,Syndrome5
390980,disease,Syndrome5
388558,disease,Syndrome5
347344,disease,Syndrome5
126017,disease,Syndrome5
730051,disease,Syndrome5
125893,disease,Syndrome5
100529240,disease,Syndrome5
55552,disease,Syndrome5
152485,disease,Syndrome5
374899,disease,Syndrome5
128611,disease,Syndrome5
90485,disease,Syndrome5
162962,disease,Syndrome5
116412,disease,Syndrome5
7637,disease,Syndrome5
284371,disease,Syndrome5
283933,disease,Syndrome5
284391,disease,Syndrome5
91664,disease,Syndrome5
162993,disease,Syndrome5
342892,disease,Syndrome5
285346,disease,Syndrome5
54753,disease,Syndrome5
344787,disease,Syndrome5
643641,disease,Syndrome5
100507290,disease,Syndrome5
284459,disease,Syndrome5
729747,disease,Syndrome5
345462,disease,Syndrome5
400713,disease,Syndrome5
7643,disease,Syndrome5
168374,disease,Syndrome5
81931,disease,Syndrome5
148198,disease,Syndrome5
7652,disease,Syndrome5
7310,disease,Syndrome5
284312,disease,Syndrome5
84891,disease,Syndrome5
9753,disease,Syndrome5
80345,disease,Syndrome5
65982,disease,Syndrome5
54993,disease,Syndrome5
7589,disease,Syndrome5
342945,disease,Syndrome5
222696,disease,Syndrome5
221785,disease,Syndrome5
146050,disease,Syndrome5
100101467,disease,Syndrome5
64288,disease,Syndrome5
54925,disease,Syndrome5
201516,disease,Syndrome5
79149,disease,Syndrome5
342933,disease,Syndrome5
649137,disease,Syndrome5
7746,disease,Syndrome5
7789,disease,Syndrome5
158586,disease,Syndrome5
79364,disease,Syndrome5
