Gene,SetType,DiseaseType
10875,disease,Syndrome4
161247,disease,Syndrome4
55640,disease,Syndrome4
2335,disease,Syndrome4
252995,disease,Syndrome4
2348,disease,Syndrome4
2350,disease,Syndrome4
3171,disease,Syndrome4
27086,disease,Syndrome4
8790,disease,Syndrome4
23401,disease,Syndrome4
84978,disease,Syndrome4
2530,disease,Syndrome4
53827,disease,Syndrome4
9568,disease,Syndrome4
2561,disease,Syndrome4
2562,disease,Syndrome4
2563,disease,Syndrome4
2568,disease,Syndrome4
9514,disease,Syndrome4
2581,disease,Syndrome4
2582,disease,Syndrome4
114805,disease,Syndrome4
117248,disease,Syndrome4
64409,disease,Syndrome4
374378,disease,Syndrome4
8693,disease,Syndrome4
11227,disease,Syndrome4
11226,disease,Syndrome4
51809,disease,Syndrome4
26290,disease,Syndrome4
50614,disease,Syndrome4
168391,disease,Syndrome4
442117,disease,Syndrome4
64762,disease,Syndrome4
51313,disease,Syndrome4
2628,disease,Syndrome4
23464,disease,Syndrome4
7485,disease,Syndrome4
2676,disease,Syndrome4
84296,disease,Syndrome4
2697,disease,Syndrome4
2720,disease,Syndrome4
79411,disease,Syndrome4
89944,disease,Syndrome4
113263,disease,Syndrome4
26035,disease,Syndrome4
51031,disease,Syndrome4
55830,disease,Syndrome4
51228,disease,Syndrome4
388323,disease,Syndrome4
2746,disease,Syndrome4
2747,disease,Syndrome4
10249,disease,Syndrome4
92292,disease,Syndrome4
9535,disease,Syndrome4
10672,disease,Syndrome4
79158,disease,Syndrome4
127845,disease,Syndrome4
2805,disease,Syndrome4
2806,disease,Syndrome4
8733,disease,Syndrome4
7918,disease,Syndrome4
2817,disease,Syndrome4
170589,disease,Syndrome4
2821,disease,Syndrome4
11321,disease,Syndrome4
2859,disease,Syndrome4
2875,disease,Syndrome4
84706,disease,Syndrome4
2890,disease,Syndrome4
2893,disease,Syndrome4
2902,disease,Syndrome4
2903,disease,Syndrome4
116443,disease,Syndrome4
55876,disease,Syndrome4
1687,disease,Syndrome4
2961,disease,Syndrome4
83606,disease,Syndrome4
2983,disease,Syndrome4
60558,disease,Syndrome4
3001,disease,Syndrome4
3002,disease,Syndrome4
2999,disease,Syndrome4
3003,disease,Syndrome4
3004,disease,Syndrome4
8971,disease,Syndrome4
333932,disease,Syndrome4
3026,disease,Syndrome4
201562,disease,Syndrome4
115106,disease,Syndrome4
54985,disease,Syndrome4
3059,disease,Syndrome4
143279,disease,Syndrome4
283450,disease,Syndrome4
9931,disease,Syndrome4
8924,disease,Syndrome4
3074,disease,Syndrome4
124790,disease,Syndrome4
3082,disease,Syndrome4
3083,disease,Syndrome4
3087,disease,Syndrome4
11147,disease,Syndrome4
135114,disease,Syndrome4
3098,disease,Syndrome4
3105,disease,Syndrome4
3106,disease,Syndrome4
3107,disease,Syndrome4
3108,disease,Syndrome4
3156,disease,Syndrome4
3166,disease,Syndrome4
10949,disease,Syndrome4
3190,disease,Syndrome4
29911,disease,Syndrome4
84376,disease,Syndrome4
3200,disease,Syndrome4
3201,disease,Syndrome4
3231,disease,Syndrome4
3240,disease,Syndrome4
54969,disease,Syndrome4
3249,disease,Syndrome4
3250,disease,Syndrome4
3263,disease,Syndrome4
9653,disease,Syndrome4
222537,disease,Syndrome4
374875,disease,Syndrome4
3291,disease,Syndrome4
51170,disease,Syndrome4
345275,disease,Syndrome4
51171,disease,Syndrome4
3356,disease,Syndrome4
9177,disease,Syndrome4
170572,disease,Syndrome4
200909,disease,Syndrome4
285242,disease,Syndrome4
3363,disease,Syndrome4
3385,disease,Syndrome4
122509,disease,Syndrome4
10437,disease,Syndrome4
3454,disease,Syndrome4
26160,disease,Syndrome4
57560,disease,Syndrome4
57722,disease,Syndrome4
3480,disease,Syndrome4
3481,disease,Syndrome4
53833,disease,Syndrome4
59067,disease,Syndrome4
50615,disease,Syndrome4
58985,disease,Syndrome4
3561,disease,Syndrome4
9235,disease,Syndrome4
146433,disease,Syndrome4
196294,disease,Syndrome4
83943,disease,Syndrome4
10989,disease,Syndrome4
55924,disease,Syndrome4
54617,disease,Syndrome4
83444,disease,Syndrome4
55726,disease,Syndrome4
55656,disease,Syndrome4
27152,disease,Syndrome4
10526,disease,Syndrome4
132141,disease,Syndrome4
134728,disease,Syndrome4
64207,disease,Syndrome4
51015,disease,Syndrome4
3674,disease,Syndrome4
3678,disease,Syndrome4
3683,disease,Syndrome4
3688,disease,Syndrome4
3709,disease,Syndrome4
150771,disease,Syndrome4
390243,disease,Syndrome4
3714,disease,Syndrome4
120425,disease,Syndrome4
84056,disease,Syndrome4
143879,disease,Syndrome4
55709,disease,Syndrome4
84078,disease,Syndrome4
253980,disease,Syndrome4
65987,disease,Syndrome4
200845,disease,Syndrome4
23351,disease,Syndrome4
9851,disease,Syndrome4
653319,disease,Syndrome4
57691,disease,Syndrome4
23588,disease,Syndrome4
57565,disease,Syndrome4
11275,disease,Syndrome4
51088,disease,Syndrome4
55958,disease,Syndrome4
3816,disease,Syndrome4
5655,disease,Syndrome4
11012,disease,Syndrome4
43849,disease,Syndrome4
26085,disease,Syndrome4
43847,disease,Syndrome4
55554,disease,Syndrome4
3817,disease,Syndrome4
9622,disease,Syndrome4
5653,disease,Syndrome4
5650,disease,Syndrome4
11202,disease,Syndrome4
284366,disease,Syndrome4
3818,disease,Syndrome4
83999,disease,Syndrome4
54474,disease,Syndrome4
112970,disease,Syndrome4
8942,disease,Syndrome4
284217,disease,Syndrome4
3908,disease,Syndrome4
3911,disease,Syndrome4
3914,disease,Syndrome4
3915,disease,Syndrome4
7805,disease,Syndrome4
81606,disease,Syndrome4
3931,disease,Syndrome4
389812,disease,Syndrome4
3938,disease,Syndrome4
3939,disease,Syndrome4
3945,disease,Syndrome4
114823,disease,Syndrome4
137994,disease,Syndrome4
85329,disease,Syndrome4
29124,disease,Syndrome4
56891,disease,Syndrome4
148003,disease,Syndrome4
3960,disease,Syndrome4
284194,disease,Syndrome4
654346,disease,Syndrome4
3982,disease,Syndrome4
200879,disease,Syndrome4
55788,disease,Syndrome4
4008,disease,Syndrome4
348801,disease,Syndrome4
222484,disease,Syndrome4
91694,disease,Syndrome4
4017,disease,Syndrome4
4018,disease,Syndrome4
9404,disease,Syndrome4
286006,disease,Syndrome4
4057,disease,Syndrome4
256586,disease,Syndrome4
8216,disease,Syndrome4
28992,disease,Syndrome4
9500,disease,Syndrome4
115416,disease,Syndrome4
4125,disease,Syndrome4
4129,disease,Syndrome4
7786,disease,Syndrome4
9175,disease,Syndrome4
11184,disease,Syndrome4
55700,disease,Syndrome4
5648,disease,Syndrome4
10747,disease,Syndrome4
114785,disease,Syndrome4
51562,disease,Syndrome4
10150,disease,Syndrome4
4199,disease,Syndrome4
4200,disease,Syndrome4
84246,disease,Syndrome4
9412,disease,Syndrome4
90390,disease,Syndrome4
9443,disease,Syndrome4
1953,disease,Syndrome4
1955,disease,Syndrome4
151194,disease,Syndrome4
29081,disease,Syndrome4
196410,disease,Syndrome4
10227,disease,Syndrome4
79157,disease,Syndrome4
256471,disease,Syndrome4
4253,disease,Syndrome4
142678,disease,Syndrome4
4277,disease,Syndrome4
90007,disease,Syndrome4
54468,disease,Syndrome4
145282,disease,Syndrome4
100126318,disease,Syndrome4
83881,disease,Syndrome4
4300,disease,Syndrome4
4324,disease,Syndrome4
4325,disease,Syndrome4
4326,disease,Syndrome4
4327,disease,Syndrome4
9313,disease,Syndrome4
118856,disease,Syndrome4
8511,disease,Syndrome4
64386,disease,Syndrome4
56547,disease,Syndrome4
4317,disease,Syndrome4
4330,disease,Syndrome4
92597,disease,Syndrome4
80168,disease,Syndrome4
79710,disease,Syndrome4
51660,disease,Syndrome4
25874,disease,Syndrome4
4359,disease,Syndrome4
117195,disease,Syndrome4
84245,disease,Syndrome4
727957,disease,Syndrome4
140699,disease,Syndrome4
6150,disease,Syndrome4
57129,disease,Syndrome4
54534,disease,Syndrome4
10240,disease,Syndrome4
345222,disease,Syndrome4
4485,disease,Syndrome4
4487,disease,Syndrome4
4488,disease,Syndrome4
80298,disease,Syndrome4
4528,disease,Syndrome4
9110,disease,Syndrome4
23517,disease,Syndrome4
9788,disease,Syndrome4
143662,disease,Syndrome4
4602,disease,Syndrome4
29104,disease,Syndrome4
24142,disease,Syndrome4
266812,disease,Syndrome4
63908,disease,Syndrome4
57106,disease,Syndrome4
26151,disease,Syndrome4
51517,disease,Syndrome4
54602,disease,Syndrome4
5818,disease,Syndrome4
5819,disease,Syndrome4
25945,disease,Syndrome4
81607,disease,Syndrome4
4741,disease,Syndrome4
6787,disease,Syndrome4
9054,disease,Syndrome4
4803,disease,Syndrome4
51199,disease,Syndrome4
4815,disease,Syndrome4
25934,disease,Syndrome4
79570,disease,Syndrome4
85409,disease,Syndrome4
28512,disease,Syndrome4
51701,disease,Syndrome4
161424,disease,Syndrome4
100996763,disease,Syndrome4
50508,disease,Syndrome4
29881,disease,Syndrome4
26012,disease,Syndrome4
84081,disease,Syndrome4
123803,disease,Syndrome4
4914,disease,Syndrome4
80224,disease,Syndrome4
134492,disease,Syndrome4
83594,disease,Syndrome4
256281,disease,Syndrome4
220323,disease,Syndrome4
4942,disease,Syndrome4
54959,disease,Syndrome4
283298,disease,Syndrome4
169611,disease,Syndrome4
25903,disease,Syndrome4
4986,disease,Syndrome4
4999,disease,Syndrome4
114884,disease,Syndrome4
26031,disease,Syndrome4
114882,disease,Syndrome4
734,disease,Syndrome4
26578,disease,Syndrome4
51633,disease,Syndrome4
341350,disease,Syndrome4
5033,disease,Syndrome4
80336,disease,Syndrome4
54873,disease,Syndrome4
152559,disease,Syndrome4
85315,disease,Syndrome4
344838,disease,Syndrome4
399909,disease,Syndrome4
64430,disease,Syndrome4
58488,disease,Syndrome4
9468,disease,Syndrome4
56034,disease,Syndrome4
8050,disease,Syndrome4
149420,disease,Syndrome4
5164,disease,Syndrome4
375033,disease,Syndrome4
55825,disease,Syndrome4
5190,disease,Syndrome4
80055,disease,Syndrome4
84547,disease,Syndrome4
267004,disease,Syndrome4
5236,disease,Syndrome4
9489,disease,Syndrome4
9678,disease,Syndrome4
5256,disease,Syndrome4
5257,disease,Syndrome4
90102,disease,Syndrome4
84457,disease,Syndrome4
85007,disease,Syndrome4
63895,disease,Syndrome4
80119,disease,Syndrome4
23556,disease,Syndrome4
80235,disease,Syndrome4
118788,disease,Syndrome4
57095,disease,Syndrome4
5313,disease,Syndrome4
5315,disease,Syndrome4
5318,disease,Syndrome4
8502,disease,Syndrome4
153770,disease,Syndrome4
5324,disease,Syndrome4
5327,disease,Syndrome4
25894,disease,Syndrome4
57475,disease,Syndrome4
9842,disease,Syndrome4
1263,disease,Syndrome4
5360,disease,Syndrome4
10154,disease,Syndrome4
9240,disease,Syndrome4
100528030,disease,Syndrome4
5426,disease,Syndrome4
661,disease,Syndrome4
64091,disease,Syndrome4
5450,disease,Syndrome4
10891,disease,Syndrome4
8497,disease,Syndrome4
10105,disease,Syndrome4
57460,disease,Syndrome4
170954,disease,Syndrome4
129285,disease,Syndrome4
5509,disease,Syndrome4
55012,disease,Syndrome4
9701,disease,Syndrome4
118471,disease,Syndrome4
56980,disease,Syndrome4
153768,disease,Syndrome4
10216,disease,Syndrome4
23683,disease,Syndrome4
79706,disease,Syndrome4
80758,disease,Syndrome4
84726,disease,Syndrome4
80863,disease,Syndrome4
8492,disease,Syndrome4
10942,disease,Syndrome4
64063,disease,Syndrome4
83886,disease,Syndrome4
5646,disease,Syndrome4
260429,disease,Syndrome4
146547,disease,Syndrome4
136242,disease,Syndrome4
339501,disease,Syndrome4
150527,disease,Syndrome4
339906,disease,Syndrome4
377047,disease,Syndrome4
100287362,disease,Syndrome4
345062,disease,Syndrome4
29122,disease,Syndrome4
339105,disease,Syndrome4
221191,disease,Syndrome4
203074,disease,Syndrome4
400668,disease,Syndrome4
136541,disease,Syndrome4
5652,disease,Syndrome4
5657,disease,Syndrome4
23550,disease,Syndrome4
389362,disease,Syndrome4
9051,disease,Syndrome4
58155,disease,Syndrome4
442213,disease,Syndrome4
5731,disease,Syndrome4
5738,disease,Syndrome4
2185,disease,Syndrome4
114971,disease,Syndrome4
5799,disease,Syndrome4
5836,disease,Syndrome4
5837,disease,Syndrome4
25797,disease,Syndrome4
84074,disease,Syndrome4
55647,disease,Syndrome4
51715,disease,Syndrome4
5865,disease,Syndrome4
115273,disease,Syndrome4
10244,disease,Syndrome4
5884,disease,Syndrome4
5900,disease,Syndrome4
10267,disease,Syndrome4
57610,disease,Syndrome4
26953,disease,Syndrome4
65059,disease,Syndrome4
5913,disease,Syndrome4
55225,disease,Syndrome4
10616,disease,Syndrome4
10137,disease,Syndrome4
9904,disease,Syndrome4
5935,disease,Syndrome4
55544,disease,Syndrome4
83759,disease,Syndrome4
5939,disease,Syndrome4
157506,disease,Syndrome4
8434,disease,Syndrome4
221035,disease,Syndrome4
92840,disease,Syndrome4
5649,disease,Syndrome4
5972,disease,Syndrome4
55196,disease,Syndrome4
117584,disease,Syndrome4
55312,disease,Syndrome4
10737,disease,Syndrome4
55159,disease,Syndrome4
5994,disease,Syndrome4
57414,disease,Syndrome4
25807,disease,Syndrome4
55288,disease,Syndrome4
196383,disease,Syndrome4
60561,disease,Syndrome4
53820,disease,Syndrome4
55005,disease,Syndrome4
7732,disease,Syndrome4
9604,disease,Syndrome4
81847,disease,Syndrome4
57674,disease,Syndrome4
11237,disease,Syndrome4
26015,disease,Syndrome4
6142,disease,Syndrome4
10799,disease,Syndrome4
6240,disease,Syndrome4
26156,disease,Syndrome4
64755,disease,Syndrome4
112611,disease,Syndrome4
10069,disease,Syndrome4
6257,disease,Syndrome4
6275,disease,Syndrome4
9667,disease,Syndrome4
344658,disease,Syndrome4
79685,disease,Syndrome4
89958,disease,Syndrome4
9092,disease,Syndrome4
152579,disease,Syndrome4
6447,disease,Syndrome4
132320,disease,Syndrome4
6342,disease,Syndrome4
222663,disease,Syndrome4
6389,disease,Syndrome4
195814,disease,Syndrome4
121214,disease,Syndrome4
23478,disease,Syndrome4
90701,disease,Syndrome4
83642,disease,Syndrome4
223117,disease,Syndrome4
9723,disease,Syndrome4
64218,disease,Syndrome4
54910,disease,Syndrome4
10505,disease,Syndrome4
9037,disease,Syndrome4
54437,disease,Syndrome4
10500,disease,Syndrome4
80031,disease,Syndrome4
8482,disease,Syndrome4
57337,disease,Syndrome4
51091,disease,Syndrome4
347735,disease,Syndrome4
55209,disease,Syndrome4
83852,disease,Syndrome4
10262,disease,Syndrome4
375035,disease,Syndrome4
344558,disease,Syndrome4
6470,disease,Syndrome4
6558,disease,Syndrome4
6559,disease,Syndrome4
84561,disease,Syndrome4
56996,disease,Syndrome4
63910,disease,Syndrome4
116843,disease,Syndrome4
6574,disease,Syndrome4
55356,disease,Syndrome4
10165,disease,Syndrome4
89874,disease,Syndrome4
29957,disease,Syndrome4
203427,disease,Syndrome4
283130,disease,Syndrome4
91137,disease,Syndrome4
10559,disease,Syndrome4
7355,disease,Syndrome4
80255,disease,Syndrome4
80723,disease,Syndrome4
206358,disease,Syndrome4
219855,disease,Syndrome4
2542,disease,Syndrome4
81539,disease,Syndrome4
153129,disease,Syndrome4
30061,disease,Syndrome4
84102,disease,Syndrome4
23446,disease,Syndrome4
57153,disease,Syndrome4
126969,disease,Syndrome4
204962,disease,Syndrome4
84925,disease,Syndrome4
83959,disease,Syndrome4
113278,disease,Syndrome4
130814,disease,Syndrome4
6532,disease,Syndrome4
157724,disease,Syndrome4
57709,disease,Syndrome4
6542,disease,Syndrome4
84889,disease,Syndrome4
6545,disease,Syndrome4
8140,disease,Syndrome4
9057,disease,Syndrome4
84138,disease,Syndrome4
9056,disease,Syndrome4
11136,disease,Syndrome4
10479,disease,Syndrome4
23315,disease,Syndrome4
128710,disease,Syndrome4
9126,disease,Syndrome4
56006,disease,Syndrome4
389203,disease,Syndrome4
221491,disease,Syndrome4
6609,disease,Syndrome4
57154,disease,Syndrome4
6591,disease,Syndrome4
25992,disease,Syndrome4
50854,disease,Syndrome4
389084,disease,Syndrome4
6641,disease,Syndrome4
57231,disease,Syndrome4
122809,disease,Syndrome4
11063,disease,Syndrome4
93349,disease,Syndrome4
389058,disease,Syndrome4
53340,disease,Syndrome4
6683,disease,Syndrome4
132671,disease,Syndrome4
56848,disease,Syndrome4
169981,disease,Syndrome4
6690,disease,Syndrome4
90853,disease,Syndrome4
83932,disease,Syndrome4
10252,disease,Syndrome4
6714,disease,Syndrome4
9901,disease,Syndrome4
8406,disease,Syndrome4
27286,disease,Syndrome4
6747,disease,Syndrome4
51066,disease,Syndrome4
6768,disease,Syndrome4
