No.	Syndrome_id	Gene_id	v00	odd_ratio	P_value	FDR_Bonferroni	FDR_BH	FDR_BY	Relationship	Suppress	SymMap_Syndrome_id
127	100	7820	7	2.701591512	0.031679944	1	0.314987152	1	By_herb		SMSY00100
128	100	7832	6	2.740740741	0.040896997	1	0.32631869	1	By_herb		SMSY00100
129	100	9841	6	3.333333333	0.019765841	1	0.311202399	1	By_herb		SMSY00100
130	100	9844	6	3.424501425	0.017815372	1	0.311202399	1	By_herb		SMSY00100
131	100	9966	7	2.651238592	0.034185699	1	0.316351088	1	By_herb		SMSY00100
132	100	10130	9	3.10326087	0.008972801	1	0.311202399	1	By_herb		SMSY00100
133	100	10395	6	2.680272109	0.044285487	1	0.330555549	1	By_herb		SMSY00100
134	100	10396	7	2.981857765	0.02103517	1	0.311202399	1	By_herb		SMSY00100
135	100	1513	6	2.740740741	0.040896997	1	0.32631869	1	By_herb		SMSY00100
136	100	1457	8	3.544150943	0.006468171	1	0.311202399	1	By_herb		SMSY00100
137	100	1071	6	2.740740741	0.040896997	1	0.32631869	1	By_herb		SMSY00100
138	100	8	7	4.038461538	0.005456178	1	0.311202399	1	By_herb		SMSY00100
139	100	148	4	3.87460815	0.033326272	1	0.316351088	1	By_herb		SMSY00100
140	100	149	6	3.621621622	0.014325941	1	0.311202399	1	By_herb		SMSY00100
141	100	184	9	5.478658537	0.000327375	1	0.174576099	1	By_herb		SMSY00100
142	100	246	6	3.164021164	0.024102259	1	0.311202399	1	By_herb		SMSY00100
143	100	1330	5	4.054232804	0.016116187	1	0.311202399	1	By_herb		SMSY00100
144	100	1393	7	2.863636364	0.024928823	1	0.311202399	1	By_herb		SMSY00100
145	100	1446	7	4.798642534	0.002415364	1	0.278554542	1	By_herb		SMSY00100
146	100	1447	5	3.392857143	0.029193893	1	0.311202399	1	By_herb		SMSY00100
147	100	1533	6	3.085271318	0.026497184	1	0.311202399	1	By_herb		SMSY00100
148	100	1902	8	4.931282051	0.001132616	1	0.195441898	1	By_herb		SMSY00100
149	100	2191	6	4.087542088	0.008848297	1	0.311202399	1	By_herb		SMSY00100
150	100	2238	6	3.01010101	0.029048856	1	0.311202399	1	By_herb		SMSY00100
151	100	2281	7	2.921652422	0.022923484	1	0.311202399	1	By_herb		SMSY00100
152	100	2480	7	3.247252747	0.014581365	1	0.311202399	1	By_herb		SMSY00100
153	100	2514	6	4.518518519	0.005881345	1	0.311202399	1	By_herb		SMSY00100
154	100	2801	7	3.833333333	0.006938635	1	0.311202399	1	By_herb		SMSY00100
155	100	2802	6	3.164021164	0.024102259	1	0.311202399	1	By_herb		SMSY00100
156	100	3133	6	3.01010101	0.029048856	1	0.311202399	1	By_herb		SMSY00100
157	100	3134	7	2.753711201	0.029303881	1	0.311202399	1	By_herb		SMSY00100
158	100	3288	6	2.938271605	0.031761175	1	0.315537471	1	By_herb		SMSY00100
159	100	4314	9	6.111486486	0.000165176	1	0.174576099	1	By_herb		SMSY00100
160	100	4677	6	3.520467836	0.016003732	1	0.311202399	1	By_herb		SMSY00100
161	100	4901	5	3.182773109	0.035911038	1	0.318333388	1	By_herb		SMSY00100
162	100	5567	6	3.333333333	0.019765841	1	0.311202399	1	By_herb		SMSY00100
163	100	5947	7	3.396890344	0.011962226	1	0.311202399	1	By_herb		SMSY00100
164	100	6619	6	8.666666667	0.00037134	1	0.174576099	1	By_herb		SMSY00100
165	100	6786	8	5.703529412	0.000506607	1	0.174576099	1	By_herb		SMSY00100
166	100	6870	7	4.952214452	0.002075497	1	0.25751943	1	By_herb		SMSY00100
167	100	6871	6	5.04526749	0.003723085	1	0.311202399	1	By_herb		SMSY00100
168	100	6881	7	3.396890344	0.011962226	1	0.311202399	1	By_herb		SMSY00100
169	100	7018	5	5.016233766	0.007721094	1	0.311202399	1	By_herb		SMSY00100
170	100	7046	6	2.803782506	0.037682022	1	0.323947525	1	By_herb		SMSY00100
171	100	7049	7	2.981857765	0.02103517	1	0.311202399	1	By_herb		SMSY00100
172	100	8744	7	3.176923077	0.016037204	1	0.311202399	1	By_herb		SMSY00100
173	100	9079	6	2.938271605	0.031761175	1	0.315537471	1	By_herb		SMSY00100
174	100	9103	8	3.544150943	0.006468171	1	0.311202399	1	By_herb		SMSY00100
175	100	9106	7	3.396890344	0.011962226	1	0.311202399	1	By_herb		SMSY00100
176	100	9164	7	5.115384615	0.001774236	1	0.233389584	1	By_herb		SMSY00100
177	100	9371	5	5.263605442	0.006519557	1	0.311202399	1	By_herb		SMSY00100
178	100	9549	4	3.700149925	0.037779347	1	0.324423442	1	By_herb		SMSY00100
179	100	10109	9	5.478658537	0.000327375	1	0.174576099	1	By_herb		SMSY00100
180	100	10251	6	3.01010101	0.029048856	1	0.311202399	1	By_herb		SMSY00100
181	100	10541	6	4.222222222	0.007759979	1	0.311202399	1	By_herb		SMSY00100
182	100	1988	4	3.700149925	0.037779347	1	0.324423442	1	By_herb		SMSY00100
183	100	5024	6	4.365591398	0.006772891	1	0.311202399	1	By_herb		SMSY00100
184	100	4217	3	7.011111111	0.017477503	1	0.311202399	1	By_herb		SMSY00100
185	100	7825	6	5.466666667	0.002658372	1	0.29164707	1	By_herb		SMSY00100
186	100	11302	5	2.91023166	0.047686668	1	0.336351787	1	By_herb		SMSY00100
187	100	5869	6	2.622222222	0.047849982	1	0.336351787	1	By_herb		SMSY00100
188	100	6150	6	2.622222222	0.047849982	1	0.336351787	1	By_herb		SMSY00100
189	100	4166	4	3.700149925	0.037779347	1	0.324423442	1	By_herb		SMSY00100
190	100	1754	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
191	100	4111	4	5.054766734	0.015892952	1	0.311202399	1	By_herb		SMSY00100
192	100	11181	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
193	100	10524	3	7.011111111	0.017477503	1	0.311202399	1	By_herb		SMSY00100
194	100	6531	6	9.259259259	0.000279849	1	0.174576099	1	By_herb		SMSY00100
195	100	2119	3	5.718181818	0.027030191	1	0.311202399	1	By_herb		SMSY00100
196	100	3173	3	6.3	0.021966338	1	0.311202399	1	By_herb		SMSY00100
197	100	5136	3	6.3	0.021966338	1	0.311202399	1	By_herb		SMSY00100
198	100	5727	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
199	100	7077	3	6.3	0.021966338	1	0.311202399	1	By_herb		SMSY00100
200	100	7513	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
201	100	8271	3	6.3	0.021966338	1	0.311202399	1	By_herb		SMSY00100
202	100	9315	3	6.3	0.021966338	1	0.311202399	1	By_herb		SMSY00100
203	100	9796	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
204	100	10054	3	6.3	0.021966338	1	0.311202399	1	By_herb		SMSY00100
205	100	11997	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
206	100	367	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
207	100	1648	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
208	100	2104	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
209	100	2310	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
210	100	2982	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
211	100	4436	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
212	100	4817	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
213	100	5709	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
214	100	6413	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
215	100	7420	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
216	100	8328	2	10.25806452	0.030921809	1	0.311202399	1	By_herb		SMSY00100
217	100	9071	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
218	100	11282	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
219	100	1228	2	8.193548387	0.041972849	1	0.329751068	1	By_herb		SMSY00100
220	100	125	8	2.691764706	0.024248749	1	0.311202399	1	By_herb		SMSY00100
221	100	3532	10	2.83887468	0.010991477	1	0.311202399	1	By_herb		SMSY00100
222	100	8149	9	3.10326087	0.008972801	1	0.311202399	1	By_herb		SMSY00100
223	100	8891	10	2.877846791	0.010185029	1	0.311202399	1	By_herb		SMSY00100
224	100	9207	9	2.551829268	0.024310341	1	0.311202399	1	By_herb		SMSY00100
225	100	10	10	3.982056591	0.00144912	1	0.200757203	1	By_herb		SMSY00100
226	100	629	8	2.783030303	0.020822048	1	0.311202399	1	By_herb		SMSY00100
227	100	2768	6	2.803782506	0.037682022	1	0.323947525	1	By_herb		SMSY00100
228	100	6414	6	2.680272109	0.044285487	1	0.330555549	1	By_herb		SMSY00100
229	100	6415	6	2.740740741	0.040896997	1	0.32631869	1	By_herb		SMSY00100
230	100	9241	6	2.938271605	0.031761175	1	0.315537471	1	By_herb		SMSY00100
231	100	10588	8	2.374736842	0.042055375	1	0.330247363	1	By_herb		SMSY00100
232	100	10949	6	2.680272109	0.044285487	1	0.330555549	1	By_herb		SMSY00100
233	100	4521	6	3.333333333	0.019765841	1	0.311202399	1	By_herb		SMSY00100
234	100	9220	8	3.472592593	0.007167253	1	0.311202399	1	By_herb		SMSY00100
235	100	2071	8	3.946666667	0.003725036	1	0.311202399	1	By_herb		SMSY00100
236	100	2804	8	3.272982456	0.009616501	1	0.311202399	1	By_herb		SMSY00100
237	100	1348	8	3.618461538	0.005822955	1	0.311202399	1	By_herb		SMSY00100
238	100	558	8	4.037446809	0.003307838	1	0.306951107	1	By_herb		SMSY00100
239	100	1436	8	3.211034483	0.010560003	1	0.311202399	1	By_herb		SMSY00100
240	100	3947	5	4.392857143	0.012247292	1	0.311202399	1	By_herb		SMSY00100
241	100	6771	6	2.740740741	0.040896997	1	0.32631869	1	By_herb		SMSY00100
242	100	1073	5	5.535714286	0.005456882	1	0.311202399	1	By_herb		SMSY00100
243	100	1456	8	2.830769231	0.019247937	1	0.311202399	1	By_herb		SMSY00100
244	100	8605	6	3.333333333	0.019765841	1	0.311202399	1	By_herb		SMSY00100
245	100	278	4	6.167487685	0.009027539	1	0.311202399	1	By_herb		SMSY00100
246	100	9584	4	6.652519894	0.007272391	1	0.311202399	1	By_herb		SMSY00100
247	100	9585	4	7.218390805	0.005760121	1	0.311202399	1	By_herb		SMSY00100
248	100	958	4	7.218390805	0.005760121	1	0.311202399	1	By_herb		SMSY00100
249	100	6527	4	4.766283525	0.018755836	1	0.311202399	1	By_herb		SMSY00100
250	100	8396	4	5.379310345	0.013324824	1	0.311202399	1	By_herb		SMSY00100
251	100	9363	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
252	100	476	4	8.689655172	0.003398881	1	0.306951107	1	By_herb		SMSY00100
253	100	2154	4	8.689655172	0.003398881	1	0.306951107	1	By_herb		SMSY00100
254	100	2620	4	3.700149925	0.037779347	1	0.324423442	1	By_herb		SMSY00100
255	100	2756	3	6.3	0.021966338	1	0.311202399	1	By_herb		SMSY00100
256	100	5418	3	5.718181818	0.027030191	1	0.311202399	1	By_herb		SMSY00100
257	100	4151	2	13.69892473	0.021263733	1	0.311202399	1	By_herb		SMSY00100
258	100	11178	7	2.863636364	0.024928823	1	0.311202399	1	By_herb		SMSY00100
259	100	4980	7	3.044378698	0.019260411	1	0.311202399	1	By_herb		SMSY00100
260	100	4204	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
261	100	531	4	4.065681445	0.029202162	1	0.311202399	1	By_herb		SMSY00100
262	100	1178	6	3.164021164	0.024102259	1	0.311202399	1	By_herb		SMSY00100
263	100	321	7	4.798642534	0.002415364	1	0.278554542	1	By_herb		SMSY00100
264	100	6826	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
265	100	9569	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
266	100	9570	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
267	100	9575	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
268	100	9581	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
269	100	9587	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
270	100	155	5	4.790372671	0.009070459	1	0.311202399	1	By_herb		SMSY00100
271	100	3539	4	3.700149925	0.037779347	1	0.324423442	1	By_herb		SMSY00100
272	100	6339	5	4.790372671	0.009070459	1	0.311202399	1	By_herb		SMSY00100
273	100	10086	4	4.065681445	0.029202162	1	0.311202399	1	By_herb		SMSY00100
274	100	320	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
275	100	4274	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
276	100	9561	3	5.718181818	0.027030191	1	0.311202399	1	By_herb		SMSY00100
277	100	9577	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
278	100	3779	5	6.170634921	0.003711401	1	0.311202399	1	By_herb		SMSY00100
279	100	5830	4	5.379310345	0.013324824	1	0.311202399	1	By_herb		SMSY00100
280	100	1123	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
281	100	2760	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
282	100	3653	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
283	100	5018	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
284	100	6380	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
285	100	7899	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
286	100	9551	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
287	100	9552	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
288	100	9553	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
289	100	9554	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
290	100	9555	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
291	100	9556	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
292	100	9557	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
293	100	9558	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
294	100	9559	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
295	100	9560	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
296	100	9562	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
297	100	9563	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
298	100	9565	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
299	100	9566	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
300	100	9568	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
301	100	9571	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
302	100	9573	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
303	100	9574	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
304	100	9578	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
305	100	9579	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
306	100	9582	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
307	100	9586	3	4.823076923	0.038878831	1	0.324423442	1	By_herb		SMSY00100
308	100	11600	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
309	100	11609	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
310	100	1432	3	4.471428571	0.04565164	1	0.336351787	1	By_herb		SMSY00100
311	100	3296	4	7.887147335	0.004474661	1	0.311202399	1	By_herb		SMSY00100
312	100	3384	4	6.652519894	0.007272391	1	0.311202399	1	By_herb		SMSY00100
313	100	10950	5	7.984693878	0.00147906	1	0.204193017	1	By_herb		SMSY00100
314	100	9382	3	6.3	0.021966338	1	0.311202399	1	By_herb		SMSY00100
315	100	3618	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
316	100	4803	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
317	100	10899	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
318	100	11544	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
319	100	11545	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
320	100	11546	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
321	100	11548	3	5.233333333	0.032669073	1	0.316351088	1	By_herb		SMSY00100
322	100	11549	3	6.3	0.021966338	1	0.311202399	1	By_herb		SMSY00100
